set,task,T,C,D
67,3,503,69,503
67,4,482,58,482
67,5,805,152,805
67,6,1000,98,1000
67,7,235,7,235
67,8,483,69,483
68,1,222,11,222
68,2,281,34,281
68,3,518,58,518
68,4,743,53,743
68,5,717,37,717
68,6,238,10,238
68,7,665,155,665
68,8,813,170,813
69,1,647,66,647
69,2,216,30,216
69,3,852,57,852
69,4,487,56,487
69,5,243,71,243
69,6,744,119,744
69,7,543,3,543
69,8,621,9,621
70,1,973,45,973
70,2,412,45,412
70,3,627,20,627
70,4,584,41,584
70,5,936,44,936
70,6,927,50,927
70,7,936,343,936
70,8,739,126,739
71,1,572,85,572
71,2,205,23,205
71,3,277,30,277
71,4,152,11,152
71,5,248,5,248
71,6,343,54,343
71,7,472,25,472
71,8,488,104,488
72,1,744,13,744
72,2,962,253,962
72,3,389,102,389
72,4,213,1,213
72,5,625,71,625
72,6,602,6,602
72,7,601,43,601
72,8,548,83,548
73,1,623,73,623
73,2,439,18,439
73,3,573,82,573
73,4,644,31,644
73,5,762,6,762
73,6,776,255,776
73,7,900,66,900
73,8,480,65,480
74,1,114,7,114
74,2,904,116,904
74,3,136,6,136
74,4,846,97,846
74,5,492,76,492
74,6,693,119,693
74,7,932,179,932
74,8,161,3,161
75,1,100,15,100
75,2,730,65,730
75,3,158,1,158
75,4,771,90,771
75,5,413,82,413
75,6,629,9,629
75,7,293,49,293
75,8,478,72,478
76,1,730,11,730
76,2,408,41,408
76,3,471,10,471
76,4,768,141,768
76,5,332,64,332
76,6,601,22,601
76,7,731,225,731
76,8,385,12,385
77,1,681,44,681
77,2,953,35,953
77,3,943,26,943
77,4,496,126,496
77,5,154,22,154
77,6,326,65,326
77,7,820,30,820
77,8,143,18,143
78,1,222,59,222
78,2,792,178,792
78,3,565,135,565
78,4,753,2,753
78,5,766,24,766
78,6,857,37,857
78,7,545,21,545
78,8,169,8,169
79,1,396,78,396
79,2,332,39,332
79,3,104,4,104
79,4,228,69,228
79,5,847,13,847
79,6,809,101,809
79,7,850,40,850
79,8,149,6,149
80,1,210,37,210
80,2,127,7,127
80,3,122,12,122
80,4,734,122,734
80,5,993,1,993
80,6,961,98,961
80,7,329,78,329
80,8,107,5,107
81,1,359,7,359
81,2,800,3,800
81,3,686,87,686
81,4,523,17,523
81,5,884,500,884
81,6,741,56,741
81,7,773,41,773
81,8,622,10,622
82,1,153,1,153
82,2,934,48,934
82,3,510,15,510
82,4,694,320,694
82,5,190,2,190
82,6,943,110,943
82,7,745,50,745
82,8,237,36,237
83,1,705,17,705
83,2,424,13,424
83,3,708,26,708
83,4,552,218,552
83,5,796,45,796
83,6,727,117,727
83,7,889,145,889
83,8,175,4,175
84,1,254,88,254
84,2,804,178,804
84,3,335,1,335
84,4,417,39,417
84,5,216,23,216
84,6,983,87,983
84,7,488,8,488
84,8,433,6,433
85,1,165,3,165
85,2,527,62,527
85,3,164,1,164
85,4,713,93,713
85,5,560,110,560
85,6,646,9,646
85,7,128,34,128
85,8,625,88,625
86,1,158,7,158
86,2,997,279,997
86,3,950,267,950
86,4,630,49,630
86,5,271,7,271
86,6,850,62,850
86,7,357,25,357
86,8,378,13,378
87,1,873,10,873
87,2,263,88,263
87,3,294,29,294
87,4,659,139,659
87,5,740,35,740
87,6,353,18,353
87,7,228,30,228
87,8,713,2,713
88,1,242,38,242
88,2,802,180,802
88,3,260,21,260
88,4,535,110,535
88,5,307,10,307
88,6,755,118,755
88,7,659,2,659
88,8,122,3,122
89,1,424,68,424
89,2,904,201,904
89,3,282,5,282
89,4,279,51,279
89,5,888,140,888
89,6,238,13,238
89,7,451,29,451
89,8,465,15,465
90,1,957,30,957
90,2,600,62,600
90,3,665,220,665
90,4,202,27,202
90,5,332,14,332
90,6,244,1,244
90,7,672,129,672
90,8,628,36,628
91,1,844,16,844
91,2,932,201,932
91,3,859,12,859
91,4,217,31,217
91,5,195,9,195
91,6,142,40,142
91,7,791,22,791
91,8,538,79,538
92,1,522,3,522
92,2,452,66,452
92,3,656,56,656
92,4,468,24,468
92,5,822,102,822
92,6,982,29,982
92,7,472,69,472
92,8,198,60,198
93,1,356,16,356
93,2,380,1,380
93,3,381,106,381
93,4,479,14,479
93,5,675,108,675
93,6,718,92,718
93,7,794,147,794
93,8,971,60,971
94,1,830,46,830
94,2,387,2,387
94,3,751,161,751
94,4,502,77,502
94,5,234,31,234
94,6,601,128,601
94,7,836,36,836
94,8,558,43,558
95,1,175,13,175
95,2,481,45,481
95,3,585,34,585
95,4,558,27,558
95,5,592,32,592
95,6,364,122,364
95,7,957,21,957
95,8,695,142,695
96,1,561,165,561
96,2,365,6,365
96,3,393,55,393
96,4,739,1,739
96,5,456,34,456
96,6,282,73,282
96,7,197,8,197
96,8,292,18,292
97,1,385,73,385
97,2,945,345,945
97,3,518,20,518
97,4,246,17,246
97,5,754,4,754
97,6,231,25,231
97,7,473,24,473
97,8,942,62,942
98,1,372,5,372
98,2,978,189,978
98,3,887,132,887
98,4,351,46,351
98,5,209,26,209
98,6,185,10,185
98,7,415,3,415
98,8,418,90,418
99,1,319,8,319
99,2,769,13,769
99,3,655,1,655
99,4,947,99,947
99,5,750,271,750
99,6,246,31,246
99,7,712,170,712
99,8,785,17,785
100,1,514,35,514
100,2,569,94,569
100,3,649,59,649
100,4,152,1,152
100,5,367,32,367
100,6,648,91,648
100,7,744,245,744
100,8,342,3,342
